id;kvk;naam;type;identifier
52353d71-ebae-4de9-bb16-9562e0f1d248;63669102;DDFK Gemeenten;Overig;
0d1d06df-f8d1-496c-ab6c-f041175a3f32;64199053;Combinatie A1|A28 VOF;Overig;
1f65599a-7d0d-44fb-a2eb-91866e67863e;64208338;Waterschap Drents Overijsselse Delta;Waterschap;WS59
f44fdadb-c2ca-403d-8326-c286fca15e7e;64429571;4RISK B.V.;Overig;
ddbb3288-32be-4aca-945d-6aae6e6d37b0;64931935;Xaxis Technologies B.V.;Overig;
1eb5b2da-6c1a-4639-9a70-90536da33771;64935345;Gemeente Gooise Meren;Gemeente;GM1942
8e3ab820-cb7a-4843-be83-acf57736d348;64973395;Gemeente Edam-Volendam;Gemeente;GM0385
26e127db-095f-4df3-9d51-aa685fa1e709;65031954;Terra Practicus;Overig;
e4592a77-a634-4a14-b53a-9d9ea092a12b;65067096;Sas van Vreeswijk VOF;Overig;
99de2a25-a1f1-4f1c-898f-84d0bca31e97;65133382;Wiertsema-Inpijn-Blokpoel V.O.F.;Overig;
6bf6e91f-de64-4fcf-af5b-2a54c533093c;66272688;VRM LevelLog B.V.;Overig;
2f437cff-4dea-4693-9996-a4ba19240ccb;66346460;Ingenieursbureau Maters en De Koning B.V.;Overig;
6406659d-5d27-4ddb-a6ee-db074c2b4000;66382971;Ortageo Nederland B.V.;Overig;
a8a49c13-fad7-480e-8665-23969e510987;66723019;Gemeente Meierijstad;Gemeente;GM1948
5cec9c26-47bb-412b-88df-9f7d76fdf085;67103375;CWG Ingenieurs b.v.;Overig;
505925e4-fda7-4caa-914e-e20b4c5873a7;67288340;BUHA B.V.;Overig;
c4865944-dff9-4781-b422-f843b10fa20b;67574009;GeoRisQ;Overig;
33de747a-6f4e-4933-9fda-4b9af4219ca9;67682065;Waterschap Limburg;Waterschap;WS60
5dadc4d4-1c1a-4771-8443-552b531cecef;67965431;Waterlabs B.V.;Overig;
054623c2-23ea-4ebd-88e2-65d1d8fa22f3;68445326;Bureau Schmidt B.V.;Overig;
b7b2f418-113d-4580-bb94-957204e41f58;70281335;Sassevaart V.O.F.;Overig;
32f38930-0543-41d8-ad28-d9453774b666;70288623;Ballast Nedam Road Specialties B.V.;Overig;
14510846-16a4-4578-8c36-e44d54762d1a;70476047;Gemeente Midden-Groningen;Gemeente;GM1952
c408647a-2524-4fe0-aac9-acb61884e0e5;70485836;Gemeente Westerwolde;Gemeente;GM1950
0d4eb1ff-9486-4e41-96f2-a2ec65dd5b43;70528586;Gemeente Waadhoeke;Gemeente;GM1949
518d402d-a1ee-47de-9fcb-ccb5140030f7;70686149;Eijkelkamp GeoPoint SoilSolutions BV;Overig;
5f9b2fa1-ea72-4336-ab1d-8e53cd9af6cf;71221875;Fellinga Bouw & Installatie;Overig;
3e6bc124-86ba-4637-8430-5b31f0aaa9d0;71235426;Gemeente Zevenaar;Gemeente;GM0299
9a143c48-551f-4080-a4fe-b9107d6c0ab5;71583440;Combinatie SaVe v.o.f.;Overig;
1047cc3d-1d96-4749-a649-3bf7e9c1e3df;71979972;Lankelma Ingenieursbureau voor Geo Milieu en Funderingstechniek B.V.;Overig;
b38e784d-510b-4bf5-a162-5aba56936fdf;73538469;Gemeente Noordwijk;Gemeente;GM0575
e04e4a0f-6f3a-4dfc-a5a8-7534a258e9d1;73540374;Gemeente Haarlemmermeer;Gemeente;GM0394
88477cce-c579-45b4-bba1-77128bb56622;73541532;Gemeente Beekdaelen;Gemeente;GM1954
9f10fde5-7e47-4cb6-809e-72eabea6e4d5;73544086;Gemeente Hoeksche Waard;Gemeente;GM1963
1e12d667-3941-4449-9af2-5344c32e6338;73547026;Gemeente Vijfheerenlanden;Gemeente;GM1961
883e4580-1eb1-43d3-8671-8831a7d4936c;73549207;Gemeente West Betuwe;Gemeente;GM1960
6b93a510-d5ac-4569-a0d4-30935fa3956f;73550728;Gemeente Het Hogeland;Gemeente;GM1966
4677904a-6606-421c-877a-3440e436e700;73552208;Gemeente Westerkwartier;Gemeente;GM1969
f8ba6e3e-685f-4125-b479-e0dfea9016ea;73552496;Gemeente Noardeast-Fryslân;Gemeente;GM1970
1581309c-5245-4045-821e-ee3baf998b1c;73552739;Gemeente Molenlanden;Gemeente;GM1978
235ab8b9-b638-4e0d-892e-531afac2b298;73578886;Gemeente Altena;Gemeente;GM1959
f8c2cb1d-b9cf-49a5-9c92-6d889af24c8d;73790370;Prommenz Milieu B.V.;Overig;
60c4a5ca-848a-4243-8a1f-fda5803dc8fb;73874817;Milieu Advies Noord-Nederland;Overig;
a4c8d906-37d9-4d99-8d26-4624e334a1cc;74503812;Trefoil Hydrology;Overig;
a4e33ecd-2693-4f91-9ea0-b80d1a14900b;76263851;Combinatie STIPT V.O.F.;Overig;
ebfcb45e-4e95-11eb-ba1d-00155d3678f2;81425570;Gemeente Eemsdelta;Gemeente;GM1979
23eae292-5cc3-11eb-be1b-00155d22a75e;65890604;Rijksvastgoedbedrijf;Overig;
542c7af0-5cc7-11eb-8174-00155d22a75e;73558907;Gemeente Groningen;Gemeente;GM0014
3aa76eea-fca9-44da-985d-b29967f147f1;85028827;Gemeente Dijk en Waard;Gemeente;GM1980
4de97540-9b4c-4989-9704-91f574e41888;85031186;Gemeente Maashorst;Gemeente;GM1991
6218a41d-dd96-479b-9a7b-7b43676d9223;85028037;Gemeente Land van Cuijk;Gemeente;GM1982;
